,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,RPlant.L2.End.Angle,RPlant.L2.End.Length,RPlant.L2.Mid.Angle,RPlant.L2.Mid.Length,RPlant.L2.Stem.Angle,A1,N1,A2,N2,a,b,c,d,total_blade_length,upblade_length,downblade_length,curled
324,MIH119_2075,14,13,2,PHW52/PHM49,PHW52/PHM49,,1.0,75.0,42.0,45.0,44.0,30.0,0.08074093357781183,1.7320508075688772,-0.7108573604684963,1.4906769264788509,31.112698372208094,40.56888470414087,31.112698372208087,10.870399894305871,67.99395455950442,45.35741143431511,22.636543125189302,0.0
325,MIH119_2076,13,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,90.0,50.0,60.0,42.0,40.0,0.012603526295614184,2.0641777724759125,-0.175186679912023,1.8324415145643138,36.373066958946424,50.0,20.999999999999996,0.0,69.34548584808095,43.423588234747726,25.92189761333322,0.0
326,MIH119_2077,12,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,65.0,52.0,40.0,53.0,25.0,0.07098179143713522,1.7994549660566954,-0.34746950638211754,1.549494295347429,34.067743313386586,47.1280049259058,40.60035548530583,21.97614961051637,78.08839299391909,54.877834225941164,23.210558767977922,0.0
327,MIH119_2078,11,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,90.0,37.0,45.0,48.0,40.0,0.5087187493447121,1.1917535925942102,-23.30294222817791,0.3363434444850112,33.941125496954285,37.0,33.94112549695428,0.0,82.36286367574422,48.17787508019827,34.18498859554595,0.0
328,MIH119_2079,10,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,60.0,62.0,40.0,53.0,25.0,0.07098179143713522,1.7994549660566954,-0.08701984605362671,1.58000050442854,34.067743313386586,53.6935750346352,40.60035548530583,30.999999999999996,76.99914367291889,54.877834225941164,22.121309446977726,0.0
329,MIH119_2080,9,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,70.0,50.0,45.0,52.0,30.0,0.07144683456102265,1.732050807568877,-0.6145922386106447,1.4914020744697878,36.76955262170048,46.98463103929542,36.76955262170047,17.101007166283434,76.0877982385389,53.60421351328149,22.483584725257405,0.0
330,MIH119_2081,8,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,90.0,41.0,45.0,43.0,25.0,0.02007934329167321,2.144506920509559,-0.29349855495888644,1.966045535200485,30.405591591021544,41.0,30.40559159102154,0.0,78.3839848271731,45.30371019978019,33.0802746273929,0.0
331,MIH119_2082,7,13,2,PHW65_MoG_0003/PHT69,PHW65_MoG_0003/PHT69,WIPV17/30974,1.0,90.0,37.0,40.0,38.0,30.0,0.2798890226275215,1.4533631938113545,-1.259626538376767,1.2404053223233447,24.425929168088494,37.0,29.109688838521166,0.0,70.41806949394262,38.59975463671551,31.818314857227126,0.0
332,MIH119_2083,6,13,2,PHW65_MoG_0009/PHT69,PHW65_MoG_0009/PHT69,WIPV17/30977,1.0,40.0,61.0,35.0,54.0,25.0,0.2552085637089751,1.501599911483684,0.0,0.0,30.973127562956492,39.210044190878904,44.23421039160556,46.72871103025766,54.95817820855857,54.95817820855857,0.0,1.0
333,MIH119_2084,5,13,2,PHW65_MoG_0016/PHT69,PHW65_MoG_0016/PHT69,WIPV17/30981,1.0,70.0,61.0,45.0,56.0,35.0,0.20699481984020812,1.4281480067421148,-0.59850935695523,1.1978569859730275,39.59797974644666,57.321249867940416,39.597979746446654,20.863228742865793,82.68871104001352,56.79746760103771,25.891243438975792,0.0
334,MIH119_2085,4,13,2,PHW65_MoG_0017/PHT69,PHW65_MoG_0017/PHT69,WIPV17/30982,1.0,85.0,48.0,40.0,46.0,25.0,0.07949281139192438,1.7994549660566954,-0.319524889016175,1.575923649049964,29.568230045580812,47.81734550840379,35.23804438347299,4.183475651887592,84.37494079674396,47.62981838477912,36.745122411964836,0.0
335,MIH119_2086,3,13,2,PHW65_MoG_0018/PHT69,PHW65_MoG_0018/PHT69,WIPV17/30983,1.0,85.0,43.0,50.0,46.0,30.0,0.018946018662251225,2.0641777724759116,-0.5965014790134122,1.857976843914888,35.23804438347299,42.83637201794506,29.568230045580805,3.7476969381493013,75.54243047887746,48.11005093337437,27.432379545503096,0.0
336,MIH119_2087,3,14,2,PHW65_MoG_0021/PHT69,PHW65_MoG_0021/PHT69,WIPV17/30984,1.0,85.0,68.0,45.0,53.0,40.0,0.49914382064251167,1.1917535925942102,-1.2676099569262451,0.9426578464701606,37.47665940288702,67.7412394702387,37.476659402887016,5.926590506840755,96.93409447937697,53.19640373438559,43.737690744991376,0.0
337,MIH119_2088,4,14,2,PHW65_MoG_0022/PHT69,PHW65_MoG_0022/PHT69,WIPV17/30985,1.0,90.0,43.0,45.0,42.0,30.0,0.08353792272600206,1.732050807568877,-0.6389446786032654,1.4834677296666774,29.698484809834998,43.0,29.698484809834994,0.0,76.23910155344782,43.29571091457352,32.943390638874305,0.0
338,MIH119_2089,5,14,2,PHW65_MoG_0024/PHT69,PHW65_MoG_0024/PHT69,WIPV17/30386,1.0,90.0,44.0,45.0,46.0,30.0,0.07815583587920755,1.7320508075688767,-0.8291578727463401,1.5038550441424543,32.526911934581186,44.0,32.526911934581186,0.0,82.26168995802357,47.4191119540567,34.842578003966864,0.0
339,MIH119_2090,6,14,2,PHW65_MoG_0025/PHT69,PHW65_MoG_0025/PHT69,WIPV17/30387,1.0,60.0,56.0,35.0,52.0,20.0,0.06202063330242455,1.923804400163087,-0.09784712319052943,1.7099753215899092,29.8259746902544,48.49742261192857,42.595906303027576,27.999999999999996,78.48594671064883,54.16064979158227,24.32529691906656,0.0
340,MIH119_2091,7,14,2,PHW65_MoG_0032/PHT69,PHW65_MoG_0032/PHT69,WIPV17/30989,1.0,90.0,46.0,60.0,37.0,35.0,0.007573104121843397,2.25,-0.08192940704233201,2.056031063179519,32.04293994002423,46.0,18.499999999999996,0.0,62.83977365724009,38.51480920127561,24.32496445596448,0.0
341,MIH119_2092,8,14,2,PHW65_MoG_0034/PHT69,PHW65_MoG_0050/PHT69,WIPV17/30397,,75.0,50.0,45.0,53.0,30.0,0.07045747624659958,1.7320508075688772,-0.6607293763654288,1.5178456885951552,37.47665940288702,48.29629131445341,37.476659402887016,12.940952255126037,81.81563777726,54.63506377315229,27.1805740041077,0.0
342,MIH119_2093,9,14,2,PHW65_MoG_0036/PHT69,PHW65_MoG_0036/PHT69,WIPV17/30991,1.0,90.0,51.0,45.0,47.0,35.0,0.22311939895918015,1.4281480067421146,-1.0501230053684012,1.200668737360611,33.23401871576774,51.0,33.23401871576773,0.0,85.47014346440636,47.669303165156656,37.8008402992497,0.0
344,MIH119_2095,11,14,2,PHW65_MoG_0040/PHT69,PHW65_MoG_0040/PHT69,WIPV17/30394,1.0,90.0,42.0,60.0,46.0,45.0,0.038899758998243834,1.7320508075688774,0.0,0.0,39.83716857408418,42.0,22.999999999999996,0.0,46.9685034571432,46.9685034571432,0.0,1.0
345,MIH119_2096,12,14,2,PHW65_MoG_0041/PHT69,PHW65_MoG_0041/PHT69,WIPV17/30995,1.0,70.0,44.0,40.0,48.0,25.0,0.07683360424504451,1.7994549660566954,-0.5543402497243528,1.5605153903299869,30.85380526495389,41.34647531457997,36.770133269710946,15.048886306329424,74.22827360527526,49.70068005368256,24.527593551592698,0.0
346,MIH119_2097,13,14,2,PHW65_MoG_0048/PHT69,PHW65_MoG_0048/PHT69,WIPV17/30396,1.0,65.0,55.0,40.0,57.0,30.0,0.23289092722244886,1.4533631938113545,-0.9078665726383099,1.206280232733105,36.638893752132745,49.84692828701575,43.66453325778175,23.244004395738468,82.31131684899435,57.899631955073254,24.411684893921095,0.0
347,MIH119_2098,14,14,2,PHW65_MoG_0051/PHT69,PHW65_MoG_0051/PHT69,WIPV17/30998,1.0,90.0,40.0,50.0,37.0,30.0,0.0238859472426593,2.0641777724759116,-0.26631937397970373,1.8291154362692366,28.343644395402187,40.0,23.78314155840195,0.0,65.9804286568858,38.69721488119243,27.283213775693365,0.0
348,MIH119_2099,15,14,2,PHW65_MoG_0052/PHT69,PHW65_MoG_0052/PHT69,WIPV17/30999,1.0,55.0,59.0,40.0,62.0,30.0,0.22418016349357978,1.4533631938113547,-1.0096346277940829,1.2185170297319945,39.85283180056544,48.32997061305051,47.494755473376635,33.84100974471172,79.11551367270327,62.978547038851616,16.136966633851657,0.0
349,MIH119_2100,16,14,2,PHW65_MoG_0054/PHT69,PHW65_MoG_0054/PHT69,WIPV17/31000,1.0,90.0,47.0,50.0,42.0,30.0,0.020871904175424952,2.064177772475911,-0.20010943179905977,1.818956852096324,32.173866610997074,47.0,26.99707960683465,0.0,75.71096666090855,43.92656824351572,31.784398417392822,0.0
350,MIH119_2101,17,14,2,PHW65_MoG_0057/PHT69,PHW65_MoG_0057/PHT69,WIPV17/31003,1.0,50.0,66.0,40.0,71.0,35.0,0.5585282456458904,1.198358465723876,-2.5357879767192646,0.9736314750202564,45.63792028774429,50.55893324585255,54.38915546144744,42.42398223931159,84.21686930813897,71.27870466508243,12.938164643056524,0.0
351,MIH119_2102,18,14,2,PHW65_MoG_0059/PHT69,PHW65_MoG_0059/PHT69,WIPV17/31004,1.0,60.0,41.0,40.0,50.0,30.0,0.2471446053240466,1.4533631938113545,-3.757800322854881,1.281062326407592,32.13938048432697,35.50704155516199,38.302222155948904,20.499999999999996,68.93080002983436,50.789150837783566,18.141649192050785,0.0
352,MIH119_2103,19,14,2,PHW65_MoG_0060/PHT69,PHW65_MoG_0060/PHT69,WIPV17/31005,1.0,80.0,60.0,45.0,57.0,30.0,0.06680285438659815,1.7320508075688772,-0.37239788576445104,1.495134819884673,40.305086527633215,59.088465180732484,40.30508652763321,10.418890660015819,94.64287815294159,58.75846481263548,35.884413340306104,0.0
353,MIH119_2104,20,14,2,PHW65_MoG_0061/PHT69,PHW65_MoG_0061/PHT69,WIPV17/30406,1.0,90.0,49.0,45.0,41.0,35.0,0.23655520191474094,1.4281480067421146,-0.812716910524788,1.1929826838263518,28.99137802864845,49.0,28.991378028648445,0.0,76.93198410027742,41.58386020790262,35.348123892374794,0.0
355,MIH119_2106,22,14,2,PHW65_MoG_0063/PHT69,PHW65_MoG_0063/PHT69,WIPV17/31008,1.0,80.0,47.0,50.0,55.0,35.0,0.06072000469125572,1.702000517791175,-5.211066056486821,1.160241466535713,42.13244437154379,46.28596439157378,35.35331853275966,8.161464350345726,84.00828539228223,56.49323777868726,27.51504761359497,0.0
356,MIH119_2107,23,14,2,PHW65_MoG_0067/PHT69,PHW65_MoG_0067/PHT69,WIPV17/30410,1.0,50.0,66.0,40.0,68.0,30.0,0.21498566821724296,1.4533631938113547,-0.9115407401056033,1.227207810776555,43.70955745868468,50.55893324585255,52.09102213209051,42.42398223931159,80.97698769165353,69.07324513938565,11.903742552267879,0.0
357,MIH119_2108,24,14,2,PHW65_MoG_0071/PHT69,PHW65_MoG_0069/PHT69,WIPV17/30412,,35.0,63.0,25.0,64.0,20.0,0.8485086979105241,1.2811697612996233,-0.6340728046965977,1.0473564948184957,27.047568751404764,36.13531549011591,58.003698370345596,51.606578790206484,75.4366441649716,64.32055853932624,11.116085625645356,0.0
358,MIH119_2109,25,14,2,PHW65_MoG_0071/PHT69,PHW65_MoG_0071/PHT69,WIPV17/30413,1.0,90.0,43.0,45.0,38.0,40.0,0.5320256995065836,1.1917535925942102,-1.955908107401499,0.9422732957325822,26.870057685088806,43.0,26.870057685088803,0.0,69.49085484403423,38.14081777182363,31.3500370722106,0.0
359,MIH119_2110,26,14,2,PHW65_MoG_0072/PHT69,PHW65_MoG_0072/PHT69,WIPV17/31014,1.0,90.0,53.0,55.0,42.0,30.0,0.008403486750126817,2.25,-0.06747936672695667,2.0109094271062147,34.40438586013766,53.0,24.090210326743936,0.0,75.92481596608673,44.05356865384797,31.87124731223874,0.0
360,MIH119_2111,27,14,2,PHW65_MoG_0072/PHT69,PHW65_MoG_0075/PHT69,WIPV17/31015,,60.0,65.0,45.0,64.0,30.0,0.061371836185320605,1.732050807568877,-0.34890796942479535,1.4987516291489706,45.254833995939045,56.29165124598852,45.25483399593904,32.49999999999999,83.14962186528525,65.97441663173107,17.175205233554188,0.0
361,MIH119_2112,28,14,2,PHW65_MoG_0085/PHT69,PHW65_MoG_0082/PHT69,WIPV17/31017,,65.0,66.0,40.0,62.0,25.0,0.06261688015497086,1.7994549660566952,-0.1727889845482718,1.5803152365125805,39.85283180056544,59.816313944418894,47.494755473376635,27.892805274886165,92.79818266108614,64.19671173600663,28.60147092507949,0.0
362,MIH119_2113,29,14,2,PHW65_MoG_0085/PHT69,PHW65_MoG_0085/PHT69,WIPV17/31018,1.0,80.0,67.0,50.0,62.0,35.0,0.05582225952429636,1.702000517791175,-0.3857709991612195,1.471497094586587,47.494755473376635,65.98211945181794,39.85283180056543,11.634427903684331,97.94777881573157,63.68328622324745,34.26449259248412,0.0
363,MIH119_2114,30,14,2,PHW65_MoG_0086/PHT69,PHW65_MoG_0086/PHT69,WIPV17/31019,1.0,75.0,42.0,30.0,52.0,25.0,0.7972796742137994,1.2381316478352093,-2.3309693086388696,1.002228019333418,26.000000000000007,40.56888470414087,45.033320996790806,10.870399894305871,89.37498490503503,52.23526949276296,37.13971541227206,0.0
364,MIH119_2115,30,15,2,PHW65_MoG_0087/PHT69,PHW65_MoG_0087/PHT69,WIPV17/31020,1.0,90.0,46.0,51.0,43.0,26.0,0.010078720387550368,2.25,-0.1371076074020859,2.0870445495597143,33.41727634264975,46.0,27.06077681514301,0.0,76.39513409032247,45.323503660600565,31.07163042972189,0.0
365,MIH119_2116,29,15,2,PHW65_MoG_0096/PHT69,PHW65_MoG_0111/PHT69,WIPV17/30427,,90.0,44.0,35.0,41.0,28.0,0.5250322852411367,1.3168988483460042,-1.251394575479789,1.089486550134695,23.516633890392892,44.0,33.58523381584866,0.0,80.7138354041735,41.345905713420336,39.36792969075317,0.0
366,MIH119_2117,28,15,2,PHW65_MoG_0096/PHT69,PHW65_MoG_0096/PHT69,WIPV17/30422,1.0,70.0,77.0,48.0,52.0,28.0,0.01684590386573081,2.0887583493841086,-0.002280008100667848,2.336305176122286,38.6435309248245,72.35633180051495,34.79479153066063,26.33555103607649,89.75496721973684,54.535153665556024,35.21981355418081,0.0
367,MIH119_2118,27,15,2,PHW65_MoG_0098/PHT69,PHW65_MoG_0098/PHT69,WIPV17/31023,1.0,90.0,46.0,45.0,48.0,30.0,0.07575836969675481,1.7320508075688772,-0.7812434872198283,1.5147781062652201,33.941125496954285,46.0,33.94112549695428,0.0,85.88449762760382,49.480812473798295,36.403685153805526,0.0
368,MIH119_2119,26,15,2,PHW65_MoG_0106/PHT69,PHW65_MoG_0106/PHT69,WIPV17/30424,1.0,90.0,36.0,40.0,46.0,20.0,0.01728441993719118,2.25,-0.516738675829076,2.268553301426886,29.568230045580812,36.0,35.23804438347299,0.0,85.27725330547737,48.78774814316747,36.489505162309904,0.0
369,MIH119_2120,25,15,2,PHW65_MoG_0109/PHT69,PHW65_MoG_0109/PHT69,WIPV17/31026,1.0,84.0,54.0,54.0,61.0,30.0,0.005554585948889509,2.25,-1.038796154713025,2.2908418253358374,49.350036656871794,53.70418234988676,35.854900389840864,5.644537016453286,95.01883167554521,64.06797995192413,30.95085172362108,0.0
370,MIH119_2121,24,15,2,PHW65_MoG_0116/PHT69,PHW65_MoG_0116/PHT69,WIPV17/30429,1.0,87.0,50.0,44.0,44.0,27.0,0.04847133524496469,1.8952709344847611,-0.21566509659039892,1.6542691454914182,30.564968300195883,49.931476737728694,31.650951214900648,2.6167978121471913,81.57522760072084,45.774342495991654,35.80088510472918,0.0
371,MIH119_2122,23,15,2,PHW65_MoG_0117/PHT69,PHW65_MoG_0122/PHT69,WIPV17/31034,,90.0,41.0,42.0,43.0,32.0,0.2524811734011001,1.4409476821780414,-1.530991799065435,1.213582576228986,28.772616073430903,41.0,31.955227495527947,0.0,77.94570250460855,43.650513286642735,34.29518921796581,0.0
372,MIH119_2123,22,15,2,PHW65_MoG_0117/PHT69,PHW65_MoG_0129/PHT69,WIPV17/31040,,60.0,37.0,33.0,47.0,25.0,0.4310598007913856,1.392659077843518,-2.308473750042835,1.1828542009796401,25.598034645706278,32.04293994002423,39.417516693434926,18.499999999999996,69.46309668617617,47.54749224893241,21.91560443724377,0.0
373,MIH119_2124,21,15,2,PHW65_MoG_0117/PHT69,PHW65_MoG_0117/PHT69,WIPV17/31030,1.0,90.0,62.0,55.0,46.0,25.0,0.0075002172460832675,2.25,-0.039690592292475874,2.036631962147826,37.68099403729362,62.0,26.384516072148116,0.0,85.8752415458545,48.249146620881106,37.62609492497338,0.0
374,MIH119_2125,20,15,2,PHW65_MoG_0118/PHT69,PHW65_MoG_0119/PHT69,WIPV17/31032,,57.0,62.0,44.0,56.0,20.0,0.010658931998808697,2.25,-0.03378938318204424,2.045505668833202,38.90086874570385,51.99757521261629,40.28302881896446,33.76762017093167,74.37603589029081,59.339460977952854,15.036574912337949,0.0
375,MIH119_2126,19,15,2,PHW65_MoG_0118/PHT69,PHW65_MoG_0118/PHT69,WIPV17/31031,1.0,66.0,56.0,45.0,58.0,14.0,0.009635156105441373,2.25,-0.17562190832561564,2.0036825637210045,41.01219330881976,51.158545627985646,41.012193308819754,22.77725201224481,83.17131881712913,61.429383679539754,21.741935137589383,0.0
376,MIH119_2127,18,15,2,PHW65_MoG_0121/PHT69,PHW65_MoG_0121/PHT69,WIPV17/30433,1.0,76.0,37.0,42.0,43.0,22.0,0.01790986530687361,2.228578212804447,-0.3731265717029546,2.0984472938052856,28.772616073430903,35.90094187221187,31.955227495527947,8.951110137187706,70.32229630590044,45.5453234139757,24.77697289192473,0.0
377,MIH119_2128,17,15,2,PHW65_MoG_0125/PHT69,PHW65_MoG_0125/PHT69,WIPV17/31036,1.0,70.0,48.0,49.0,49.0,22.0,0.009532199545389001,2.25,-0.19469513269381863,2.0964841270395644,36.98076943091583,45.105245797723605,32.146892420534854,16.4169668796321,70.24456144303733,51.749251313215645,18.495310129821686,0.0
378,MIH119_2129,16,15,2,PHW65_MoG_0126/PHT69,PHW65_MoG_0126/PHT69,WIPV17/31037,1.0,90.0,44.0,45.0,39.0,44.0,0.8888261437190627,1.0355303137905696,-1.6791962879762787,1.0,27.577164466275356,44.0,27.577164466275352,0.0,71.10275229658663,39.005875081384374,32.09687721520225,0.0
379,MIH119_2130,15,15,2,PHW65_MoG_0127/PHT69,PHW65_MoG_0127/PHT69,WIPV17/31038,1.0,70.0,53.0,40.0,50.0,20.0,0.015573620711413475,2.25,-0.06217735483741045,2.0136239324626315,32.13938048432697,49.803708901653145,38.302222155948904,18.127067596260442,81.12137233852873,53.03016102518204,28.091211313346687,0.0
380,MIH119_2131,14,15,2,PHW65_MoG_0128/PHT69,PHW65_MoG_0128/PHT69,WIPV17/31039,1.0,77.0,56.0,42.0,48.0,23.0,0.02270719276370015,2.1212189979563423,-0.06104514631483867,1.9076122191151201,32.118269105225195,54.56472362797317,35.67095162291492,12.59725904325644,84.07209987584417,50.56321355261474,33.50888632322944,0.0
381,MIH119_2132,13,15,2,PHW65_MoG_0130/PHT69,PHW65_MoG_0130/PHT69,WIPV17/31041,1.0,87.0,49.0,49.0,46.0,26.0,0.010315515492456793,2.25,-0.10770113754136734,2.0896487062138336,34.716640690247516,48.932847202974116,30.178715333563336,2.5644618559042476,81.01432728474276,48.58092980424326,32.433397480499494,0.0
382,MIH119_2133,12,15,2,PHW65_MoG_0133/PHT69,PHW65_MoG_0132/PHT69,WIPV17/31042,,80.0,60.0,55.0,59.0,26.0,0.005494853500531742,2.25,-0.17477446069723923,2.061686562998224,48.32997061305051,59.088465180732484,33.84100974471172,10.418890660015819,88.68068330902105,61.88477501373881,26.795908295282246,0.0
383,MIH119_2134,11,15,2,PHW65_MoG_0137/PHT69,PHW65_MoG_0137/PHT69,WIPV17/31044,1.0,90.0,51.0,45.0,46.0,26.0,0.02580391141014593,2.050303841579296,-0.14633589049723883,1.8529954872954988,32.526911934581186,51.0,32.526911934581186,0.0,86.92475250996162,48.23138041383592,38.69337209612571,0.0
384,MIH119_2135,10,15,2,PHW65_MoG_0138/PHT69,PHW65_MoG_0138/PHT69,WIPV17/30445,1.0,87.0,55.0,50.0,47.0,21.0,0.009514232269701061,2.25,-0.07232916830272901,2.018403207168464,36.00408882659197,54.92462441150156,30.211017655267344,2.8784775933619104,84.38510330678169,49.59042814842555,34.79467515835613,0.0
385,MIH119_2136,9,15,2,PHW65_MoG_0142/PHT69,PHW65_MoG_0142/PHT69,WIPV17/31048,1.0,90.0,36.0,51.0,57.0,14.0,0.007085938793422201,2.25,0.0,0.0,44.297319803047344,36.0,35.871262289840736,0.0,60.079993224517054,60.079993224517054,0.0,1.0
386,MIH119_2137,8,15,2,PHW65_MoG_0143/PHT69,PHW65_MoG_0143/PHT69,WIPV17/30449,1.0,90.0,52.0,54.0,50.0,23.0,0.007121991968068721,2.25,-0.20323291297192095,2.0330286399794897,40.45084971874737,52.0,29.389262614623657,0.0,85.1533082011315,52.51473766551159,32.63857053561992,0.0
387,MIH119_2138,7,15,2,PHW65_MoG_0148/PHT69,PHW65_MoG_0148/PHT69,WIPV17/31052,1.0,90.0,56.0,60.0,39.0,29.0,0.0070908014402188795,2.25,-0.038810273825076305,2.005497306918721,33.77499074759311,56.0,19.499999999999996,0.0,71.46066141065927,40.59669077972294,30.86397063093633,0.0
388,MIH119_2139,6,15,2,PHW65_MoG_0150/PHT69,PHW65_MoG_0150/PHT69,WIPV17/31053,1.0,90.0,55.0,46.0,29.0,44.0,0.7752095030941376,1.0723230307791956,-0.5900877797916696,1.0,20.860854209820886,55.0,20.14509274331092,0.0,68.65706572656478,29.017362941103528,39.63970278546123,0.0
389,MIH119_2140,5,15,2,PHW65_MoG_0152/PHT69,PHW65_MoG_0152/PHT69,WIPV17/31054,1.0,90.0,52.0,53.0,44.0,27.0,0.008807705647635443,2.25,-0.08972757205343172,2.01326372118679,35.139962442080886,52.0,26.479861018690123,0.0,79.08065188924928,46.27132020601447,32.8093316832348,0.0
390,MIH119_2141,4,15,2,PHW65_MoG_0156/PHT69,PHW65_MoG_0156/PHT69,WIPV17/31057,1.0,78.0,46.0,50.0,51.0,28.0,0.008867122294892183,2.241362521763501,-0.5502010450862379,2.1031415022114195,39.068266599067876,44.99478963375506,32.7821680940135,9.563937777616928,78.3101619910505,53.78936631266022,24.520795678390286,0.0
391,MIH119_2142,3,15,2,PHW65_MoG_0159/PHT69,PHW65_MoG_0159/PHT69,WIPV17/31059,1.0,80.0,59.0,55.0,53.0,27.0,0.006283133618950857,2.25,-0.07845195376270792,2.064956865332179,43.41505834731657,58.10365742772027,30.39955112660544,10.245242482348889,81.77358215137956,55.5914080631891,26.18217408819045,0.0
392,MIH119_2143,3,16,2,PHW65_MoG_0160/PHT69,PHW65_MoG_0160/PHT69,WIPV17/30460,1.0,73.0,46.0,45.0,53.0,35.0,0.21193243093789202,1.4281480067421146,-2.407122699920112,1.2278265796839531,37.47665940288702,43.990018774299635,37.476659402887016,13.449098417245889,78.68908047079442,53.754746122410694,24.934334348383725,0.0
393,MIH119_2144,4,16,2,PHW65_MoG_0170/PHT69,PHW65_MoG_0170/PHT69,WIPV17/30463,1.0,75.0,52.0,37.0,50.0,24.0,0.1256191283027545,1.6925101076553353,-0.3169572228536226,1.4737736184478252,30.09075115760242,50.22814296703155,39.931775502364644,13.458590345331078,85.26171964556363,51.44615773632553,33.815561909238106,0.0
394,MIH119_2145,5,16,2,PHW65_MoG_0172/PHT69,PHW65_MoG_0172/PHT69,WIPV17/30464,1.0,83.0,52.0,40.0,49.0,19.0,0.015971915314177545,2.25,-0.0694128747751598,2.0350011653725075,31.496592874640427,51.612399885348744,37.536177712829925,6.337205857067668,90.81936210050006,51.969557804678395,38.84980429582166,0.0
395,MIH119_2146,6,16,2,PHW65_MoG_0173/PHT69,PHW65_MoG_0175/PHT69,WIPV17/30466,,70.0,43.0,45.0,49.0,23.0,0.011895936773355868,2.25,-0.4487917483546835,2.1671465146760953,34.64823227814083,40.406782693794064,34.648232278140824,14.706866163003754,73.25357181276736,51.897237936162895,21.356333876604467,0.0
396,MIH119_2147,7,16,2,PHW65_MoG_0175/PHT69,PHW65_MoG_0157/PHT69,WIPV17/31058,,50.0,66.0,40.0,70.0,17.0,0.010226559484499758,2.25,-0.3081523578757141,2.093477721401177,44.99513267805776,50.55893324585255,53.62311101832846,42.42398223931159,87.2904375441118,74.24222543525484,13.048212108856962,0.0
397,MIH119_2148,8,16,2,PHW65_MoG_0176/PHT69,PHW65_MoG_0176/PHT69,WIPV17/31067,1.0,90.0,46.0,52.0,45.0,27.0,0.00902877877899755,2.25,-0.23302482223800774,2.028852530822384,35.460483912302486,46.0,27.704766389654623,0.0,77.98300498805236,47.37910145824434,30.603903529808015,0.0
398,MIH119_2149,9,16,2,PHW65_MoG_0179/PHT69,PHW65_MoG_0179/PHT69,WIPV17/31069,1.0,70.0,56.0,44.0,55.0,22.0,0.010901728535139703,2.25,-0.09329502491714968,2.019219008795954,38.20621037524486,52.62278676401087,39.56368901862581,19.153128026237447,84.44248295136663,58.27982774620369,26.16265520516294,0.0
399,MIH119_2150,10,16,2,PHW65_MoG_0180/PHT69,PHW65_MoG_0180/PHT69,WIPV17/31070,1.0,63.0,34.0,35.0,49.0,22.0,0.12379530459026467,1.7330744724858407,0.0,0.0,28.10524538120126,30.29422182240451,40.138450170160596,15.43567699114459,50.50513714002344,50.50513714002344,0.0,1.0
400,MIH119_2151,11,16,2,PHW65_MoG_0181/PHT69,PHW65_MoG_0190/PHT69,WIPV17/30473,,72.0,51.0,38.0,51.0,17.0,0.01722066712534069,2.25,-0.08072917945198617,2.011852687472957,31.398735241608573,48.50388233105283,40.18854843394282,15.759866713122317,85.29021978945968,54.08234697418292,31.20787281527676,0.0
401,MIH119_2152,12,16,2,PHW65_MoG_0181/PHT69,PHW65_MoG_0183/PHT69,WIPV17/30472,,90.0,48.0,49.0,49.0,30.0,0.024151959591170398,1.9924965287288723,-0.43101742868568427,1.7969024442578645,36.98076943091583,48.0,32.146892420534854,0.0,85.78553238823717,51.10687019535263,34.678662192884545,0.0
402,MIH119_2153,13,16,2,PHW65_MoG_0191/PHT69,PHW65_MoG_0191/PHT69,WIPV17/31074,1.0,80.0,63.0,49.0,55.0,29.0,0.015817678506504746,2.075319542782225,-0.08639779403589146,1.8773155704253919,41.50902691225246,62.04288843976911,36.0832465944779,10.939835193016611,91.35816227739446,57.600567859782544,33.75759441761191,0.0
403,MIH119_2154,14,16,2,PHW65_MoG_0192/PHT69,PHW65_MoG_0192/PHT69,WIPV17/31075,1.0,85.0,55.0,54.0,50.0,31.0,0.007121991968068721,2.25,-0.1195272431474406,2.0002615417646914,40.45084971874737,54.790708395046,29.389262614623657,4.793565851121199,82.2026274914124,52.51473766551159,29.68788982590081,0.0
404,MIH119_2155,15,16,2,PHW65_MoG_0195/PHT69,PHW65_MoG_0195/PHT69,WIPV17/30477,1.0,70.0,55.0,45.0,53.0,26.0,0.0222368317788613,2.0503038415792965,-0.15288184774480224,1.8105959916941576,37.47665940288702,51.68309414322496,37.476659402887016,18.81110788291178,79.86720331159408,55.570938302897915,24.296265008696164,0.0
405,MIH119_2156,16,16,2,PHW65_MoG_0196/PHT69,PHW65_MoG_0196/PHT69,WIPV17/30478,1.0,75.0,54.0,40.0,58.0,22.0,0.024206402365390213,2.0768444658333474,-0.1869853094435461,1.886345878884098,37.28168136181928,52.15999461960969,44.43057770090073,13.97622843553612,95.97657186065538,60.968596606133254,35.00797525452212,0.0
