,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,LPlantL1.End.Angle,LPlantL1.End.Length,LPlantL1.Mid.Angle,LPlantL1.Mid.Length,LPlantL1.Stem.Angle,A1,N1,A2,N2,a,b,c,d,length,curled
422,MIH119_2173,28,17,2,PHW65_MoG_0291/PHT69,PHW65_MoG_0291/PHT69,WIPV17/31104,1.0,59,66.0,48.0,70.0,21.0,0.000507347070535029,2.893244517493614,-1.5134957112024312,1.4109436907877684,52.020137783417596,56.573041846339414,46.839142445120075,33.99251294406358,89.80967883920674,0.0
423,MIH119_2174,27,17,2,PHW65_MoG_0293/PHT69,PHW65_MoG_0293/PHT69,WIPV17/30505,1.0,58,58.0,45.0,61.0,21.0,0.002376712126493535,2.6050890646938027,-1.2552818047638803,1.2719045981581776,43.1335136523794,49.18678957707271,43.13351365237939,30.735317325525884,79.54877215474588,0.0
426,MIH119_2177,24,17,2,PHW65_MoG_0297/PHT69,PHW65_MoG_0297/PHT69,WIPV17/31108,1.0,89,56.0,45.0,57.0,10.0,3.168922967173645e-08,5.6712818196177075,-0.07768719666717738,2.2620643863998517,40.305086527633215,55.99147092875791,40.30508652763321,0.9773347604878766,111.20739632332042,0.0
427,MIH119_2178,23,17,2,PHW65_MoG_0305/PHT69,PHW65_MoG_0305/PHT69,WIPV17/31110,1.0,61,63.0,50.0,65.0,26.0,0.0029786915251626815,2.4434569691118364,-1.2276844896037316,1.3264615278308205,49.79288880273357,55.10104154978193,41.78119462962505,30.543006075519234,81.69434193592744,0.0
429,MIH119_2180,21,17,2,PHW65_MoG_0306/PHT69,PHW65_MoG_0271/PHT69,WIPV17/31101,,80,69.0,53.0,53.0,30.0,0.005820064318547576,2.2985090549677274,-0.014447803928543538,2.2286386319326987,42.32768203250652,67.95173495784235,31.896196227058557,11.981724259018193,89.98383283286148,0.0
430,MIH119_2181,20,17,2,PHW65_MoG_0307/PHT69,PHW65_MoG_0307/PHT69,WIPV17/30512,1.0,60,52.0,48.0,67.0,20.0,0.00029712327615834537,3.0513828062569184,0.0,0.0,49.790703306985414,45.03332099679081,44.8317506260435,25.999999999999996,128.21051787807653,1.0
434,MIH119_2185,16,17,2,PHW65_MoG_0311/PHT69,PHW65_MoG_0311/PHT69,WIPV17/31115,1.0,85,62.0,47.0,48.0,31.0,0.05714420834690278,1.784721241608771,-0.13246941518430957,1.623289622191776,35.104977677720186,61.764071281688224,32.735921282999925,5.403656050354806,88.71813483358406,0.0
435,MIH119_2186,15,17,2,PHW65_MoG_0314/PHT69,PHW65_MoG_0314/PHT69,WIPV17/31117,1.0,88,59.0,42.0,49.0,26.0,0.057958889450270515,1.8461018709973958,-0.20936135066368064,1.5622198758731116,32.78739971158405,58.96405879412665,36.414096448392314,2.059070305447557,94.98309797795335,0.0
437,MIH119_2188,13,17,2,PHW65_MoG_0326/PHT69,PHW65_MoG_0326/PHT69,WIPV17/31121,1.0,82,50.0,36.0,50.0,26.0,0.2629453047129719,1.4896329362401246,-0.4585871240614932,1.4293909284875381,29.389262614623657,49.513403437078516,40.45084971874737,6.958655048003272,90.44235758221464,0.0
438,MIH119_2189,12,17,2,PHW65_MoG_0332/PHT69,PHW65_MoG_0332/PHT69,WIPV17/31124,1.0,76,56.0,43.0,51.0,30.0,0.12082580668884668,1.6151635080148974,-0.3422633270609751,1.426005181035401,34.78191636318742,54.3365606714558,37.299038782577696,13.547626153581392,83.46317638130003,0.0
439,MIH119_2190,11,17,2,PHW65_MoG_0338/PHT69,PHW65_MoG_0338/PHT69,WIPV17/30526,1.0,79,58.0,50.0,55.0,11.0,3.87114372722811e-09,6.131040730827585,-0.005198300327603166,3.1354729447860903,42.13244437154379,56.93437663996451,35.35331853275966,11.0669217318396,95.89273992985136,0.0
440,MIH119_2191,10,17,2,PHW65_MoG_0340/PHT69,PHW65_MoG_0340/PHT69,WIPV17/31127,1.0,66,60.0,34.0,61.0,24.0,0.24077866553248214,1.5149709331396806,-0.12002772805823765,1.7769403588095911,34.11076711171555,54.812727458556054,50.571291925857544,24.40419858454801,96.61192463346694,0.0
441,MIH119_2192,9,17,2,PHW65_MoG_0343/PHT69,PHW65_MoG_0343/PHT69,WIPV17/30529,1.0,80,61.0,40.0,49.0,25.0,0.07557744621430453,1.7994549660566952,-0.013145590098577803,2.274484468705672,31.496592874640427,60.07327293374469,37.536177712829925,10.592538837682751,92.34069559854015,0.0
442,MIH119_2193,8,17,2,PHW65_MoG_0350/PHT69,PHW65_MoG_0350/PHT69,WIPV17/31130,1.0,75,67.0,40.0,56.0,24.0,0.050054964184964953,1.8846486285936348,-0.005333099971905259,2.524032760774985,35.9961061424462,64.71703036136758,42.89848881466277,17.34087602186889,99.39561166190947,0.0
443,MIH119_2194,7,17,2,PHW65_MoG_0352/PHT69,PHW65_MoG_0352/PHT69,WIPV17/30531,1.0,84,75.0,40.0,48.0,26.0,0.10075689144385967,1.7204091972705478,-0.0002374427127196502,3.0995224350242285,30.85380526495389,74.5891421526205,36.770133269710946,7.839634745074009,106.08247212534499,0.0
444,MIH119_2195,6,17,2,PHW65_MoG_0375/PHT69,PHW65_MoG_0375/PHT69,WIPV17/31134,1.0,88,63.0,45.0,52.0,30.0,0.07144683456102265,1.732050807568877,-0.47610495913461437,1.3122601858630447,36.76955262170048,62.96162210220303,36.76955262170047,2.198668292257561,97.34402213333887,0.0
446,MIH119_2197,4,17,2,PHW65_MoG_0381/PHT69,PHW65_MoG_0381/PHT69,WIPV17/31137,1.0,70,65.0,43.0,60.0,20.0,0.0032538604630264695,2.5620641424640067,-0.009954533327990782,2.558415435302857,40.919901603749906,61.080020351084045,43.88122209715023,22.231309316168467,96.37269875999807,0.0
447,MIH119_2198,3,17,2,PHW65_MoG_0392/PHT69,PHW65_MoG_0359/PHT69,WIPV17/31133,,45,67.0,33.0,62.0,15.0,0.010267756516265568,2.423622132634131,-7.620575300717694e-06,5.100308594182291,33.767620170931686,47.37615433949869,51.99757521261628,47.37615433949868,81.49215180461718,0.0
448,MIH119_2199,3,18,2,PHW65_MoG_0392/PHT69,PHW65_MoG_0392/PHT69,WIPV17/31140,1.0,54,63.0,34.0,62.0,21.0,0.10116483048039454,1.7571547612690406,-0.003767041614795041,2.9546588417186985,34.6699600151863,50.96807064562169,51.40032949841259,37.03047089442581,87.62219161736424,0.0
449,MIH119_2200,4,18,2,PHW65_MoG_0393/PHT69,PHW65_MoG_0420/PHT69,WIPV17/31145,,74,55.0,45.0,57.0,25.0,0.01454301770344096,2.144506920509559,-1.0564413508373247,1.2524415816623733,40.305086527633215,52.86939327660754,40.30508652763321,15.160054569934953,88.2872541579389,0.0
450,MIH119_2201,5,18,2,PHW65_MoG_0410/PHT69,PHW65_MoG_0410/PHT69,WIPV17/31143,1.0,88,58.0,46.0,56.0,15.0,2.4362469673413613e-05,3.8646517438441483,-0.21596365910442653,1.7894437233718044,40.28302881896447,57.96466796710755,38.900868745703846,2.024170808745056,105.08392987323688,0.0
452,MIH119_2203,7,18,2,PHW65_MoG_0421/PHT69,PHW65_MoG_0421/PHT69,WIPV17/31146,1.0,62,60.0,38.0,62.0,22.0,0.04268219013331808,1.9337497829298897,-0.1747887373297155,1.7713210297439625,38.17101147019081,52.97685557153562,48.856666723616755,28.168293767153447,90.94691677547162,0.0
453,MIH119_2204,8,18,2,PHW65_MoG_0423/PHT69,PHW65_MoG_0423/PHT69,WIPV17/30548,1.0,78,62.0,43.0,53.0,25.0,0.029690658478946145,1.9997850557017827,-0.03906179646856834,2.0307810390879397,36.14591308331242,60.64515124549595,38.76174618581604,12.890524830701077,92.80473421593172,0.0
454,MIH119_2205,9,18,2,PHW65_MoG_0423/PHT69,PHW65_MoG_0354/PHT69,WIPV17/31132,,70,48.0,45.0,54.0,20.0,0.0017206897953551362,2.747477419454622,-1.5155048449668296,1.377337179507018,38.18376618407357,45.105245797723605,38.18376618407356,16.4169668796321,81.46599010566364,0.0
455,MIH119_2206,10,18,2,PHW65_MoG_0424/PHT69,PHW65_MoG_0424/PHT69,WIPV17/30549,1.0,70,61.0,40.0,54.0,26.0,0.09256014206681405,1.7204091972705475,-0.017768006530494485,2.261057252752348,34.71053092307312,57.321249867940416,41.36639992842481,20.863228742865793,87.95133443271692,0.0
456,MIH119_2207,11,18,2,PHW65_MoG_0424/PHT69,PHW65_MoG_0379/PHT69,WIPV17/31136,,71,61.0,42.0,54.0,20.0,0.005616434634779671,2.4738397800939342,-0.0025909688791859527,2.9200801269531627,36.13305274337834,57.676633111558324,40.129820575779284,19.85965742188656,90.10703006764349,0.0
457,MIH119_2208,12,18,2,PHW65_MoG_0429/PHT69,PHW65_MoG_0429/PHT69,WIPV17/30551,1.0,67,57.0,38.0,59.0,24.0,0.08502792783586863,1.7547962480568813,-0.3763766247190427,1.4971207212636268,36.32402704421384,52.4687766467891,46.492634462796595,22.2716743238886,90.53701189445496,0.0
458,MIH119_2209,13,18,2,PHW65_MoG_0429/PHT69,PHW65_MoG_0426/PHT69,WIPV17/31150,,70,65.0,47.0,60.0,27.0,0.01430624523282357,2.1046420960694485,-0.10966608993229258,1.8061575540745263,43.88122209715023,61.080020351084045,40.919901603749906,22.231309316168467,89.319562662111,0.0
459,MIH119_2210,14,18,2,PHW65_MoG_0431/PHT69,PHW65_MoG_0431/PHT69,WIPV17/31152,1.0,66,58.0,38.0,62.0,22.0,0.04268219013331808,1.9337497829298897,-0.5053094190445098,1.4512613300080914,38.17101147019081,52.98563654327085,48.856666723616755,23.590725298396407,94.35647315072194,0.0
461,MIH119_2212,16,18,2,PHW65_MoG_0436/PHT69,PHW65_MoG_0436/PHT69,WIPV17/30553,1.0,72,70.0,47.0,54.0,28.0,0.022195332564230365,2.016832213552727,-0.00023999057154921967,3.351491433846264,39.49309988743521,66.57395614066074,36.827911443374916,21.631189606246316,89.87881178693924,0.0
462,MIH119_2213,17,18,2,PHW65_MoG_0439/PHT69,PHW65_MoG_0439/PHT69,WIPV17/30555,1.0,70,62.0,42.0,49.0,26.0,0.057958889450270515,1.8461018709973958,-0.0002256645998680687,3.434086797241289,32.78739971158405,58.26094248872632,36.414096448392314,21.20524888619146,82.99632089310668,0.0
463,MIH119_2214,18,18,2,PHW65_MoG_0439/PHT69,PHW65_MoG_0442/PHT69,WIPV17/30556,,76,58.0,45.0,52.0,19.0,0.0010446722608420623,2.904210877675823,-0.013870219865663155,2.491598938966438,36.76955262170048,56.2771521240078,36.76955262170047,14.031469944780728,88.84701235351775,0.0
464,MIH119_2215,19,18,2,PHW65_MoG_0444/PHT69,PHW65_MoG_0444/PHT69,WIPV17/31157,1.0,72,64.0,48.0,54.0,31.0,0.03927394798512159,1.8483696212719356,-0.027234137867941547,2.110146906723175,40.12982057577929,60.867617042889826,36.13305274337834,19.777087639996633,83.5834625152591,0.0
465,MIH119_2216,20,18,2,PHW65_MoG_0448/PHT69,PHW65_MoG_0448/PHT69,WIPV17/30558,1.0,65,61.0,40.0,54.0,24.0,0.051691547243931185,1.8846486285936346,-0.001991071081428643,2.9647424041739634,34.71053092307312,55.284775009235645,41.36639992842481,25.779713966182666,84.11325613868011,0.0
466,MIH119_2217,21,18,2,PHW65_MoG_0449/PHT69,PHW65_MoG_0449/PHT69,WIPV17/30559,1.0,80,67.0,56.0,53.0,31.0,0.00261984817411351,2.4673958012294652,-0.03296329389348384,2.037790456244798,43.938991345417215,65.98211945181794,29.63722388394958,11.634427903684331,85.70425736044,0.0
467,MIH119_2218,22,18,2,PHW65_MoG_0460/PHT69,PHW65_MoG_0460/PHT69,WIPV17/31161,1.0,85,63.0,51.0,53.0,28.0,0.005926777345374721,2.322503764276403,-0.31829813563290915,1.456049292514759,41.18873595721946,62.760265979779966,33.353980725641385,5.4908117931024645,91.8395260141086,0.0
468,MIH119_2219,23,18,2,PHW65_MoG_0461/PHT69,PHW65_MoG_0461/PHT69,WIPV17/30562,1.0,83,57.0,46.0,50.0,24.0,0.008355233616043465,2.325839165266191,-0.17984590144767362,1.6658040772362739,35.96699001693256,56.575130643555354,34.73291852294986,6.946552574093406,88.65838616090198,0.0
469,MIH119_2220,24,18,2,PHW65_MoG_0463/PHT69,PHW65_MoG_0463/PHT69,WIPV17/30563,1.0,88,69.0,49.0,48.0,38.0,0.15946838658737336,1.4724044167618109,-0.19109832755992687,1.4405413739253152,36.226059850693055,68.95796706431761,31.49083339154435,2.408065272472567,93.16685249024738,0.0
470,MIH119_2221,25,18,2,PHW65_MoG_0476/PHT69,PHW65_MoG_0476/PHT69,WIPV17/31165,1.0,60,61.0,50.0,44.0,26.0,0.005231602390448383,2.443456969111836,0.0,0.0,33.70595549723503,52.82754963085076,28.282654826207725,30.499999999999996,81.95529590378352,1.0
471,MIH119_2222,26,18,2,PHW65_MoG_0499/PHT69,PHW65_MoG_0467/PHT69,WIPV17/30564,,65,68.0,40.0,61.0,25.0,0.06343618544399078,1.7994549660566954,-0.004423104619382452,2.6723549922175907,39.210044190878904,61.62892951849219,46.72871103025766,28.73804179836756,94.00348241097393,0.0
472,MIH119_2223,27,18,2,PHW65_MoG_0499/PHT69,PHW65_MoG_0499/PHT69,WIPV17/30568,1.0,80,69.0,53.0,50.0,30.0,0.006277513846620789,2.298509054967728,-0.0023916525544615025,2.6799890283834973,39.931775502364644,67.95173495784235,30.090751157602412,11.981724259018193,88.14777137614331,0.0
474,MIH119_2225,29,18,2,PHW65_MoG_0511/PHT69,PHW65_MoG_0511/PHT69,WIPV17/31169,1.0,86,63.0,49.0,48.0,28.0,0.013341291408014953,2.163528308358859,-0.06302672108512679,1.8477084473384722,36.226059850693055,62.84653516636892,31.49083339154435,4.394657845879894,89.8947702323701,0.0
475,MIH119_2226,30,18,2,PHW65_MoG_0513/PHT69,PHW65_MoG_0513/PHT69,WIPV17/31171,1.0,86,47.0,42.0,51.0,20.0,0.006110077150617674,2.4738397800939342,-0.594319696782772,1.596362095044593,34.12566092430177,46.88551036221174,37.9003860993471,3.2785542659738893,92.08603201667003,0.0
476,MIH119_2227,30,19,2,PHW65_MoG_0517/PHT69,PHW65_MoG_0517/PHT69,WIPV17/30572,1.0,58,54.0,31.0,62.0,26.0,0.7452888654679538,1.2319468354459215,-0.7154342799886295,1.3444215998506177,31.932360644423373,45.794597192447,53.14437264353096,28.615640268593065,90.69166160819054,0.0
477,MIH119_2228,29,19,2,PHW65_MoG_0522/PHT69,PHW65_MoG_0522/PHT69,WIPV17/31173,1.0,72,62.0,47.0,58.0,25.0,0.007150206559274488,2.29970211998584,-0.154637218450076,1.7397358395329934,42.41851469391189,58.96550401029952,39.55590488362491,19.15905365124674,88.60258664508277,0.0
478,MIH119_2229,28,19,2,PHW65_MoG_0534/PHT69,PHW65_MoG_0534/PHT69,WIPV17/31174,1.0,64,53.0,38.0,58.0,20.0,0.021224577650060077,2.1465646169716637,-0.6047753941654933,1.4583777735220287,35.70836556888818,47.63608445385585,45.70462370918987,23.233670779821104,86.9568017240191,0.0
479,MIH119_2230,27,19,2,PHW65_MoG_0539/PHT69,PHW65_MoG_0539/PHT69,WIPV17/31175,1.0,82,56.0,45.0,52.0,26.0,0.022686190596415953,2.0503038415792965,-0.6038073982680915,1.3221650781390395,36.76955262170048,55.45501184952794,36.76955262170047,7.793693653763665,89.2877473097237,0.0
480,MIH119_2231,26,19,2,PHW65_MoG_0542/PHT69,PHW65_MoG_0542/PHT69,WIPV17/30576,1.0,75,53.0,44.0,50.0,28.0,0.05722888402674505,1.8161964360675384,-0.45153603852587876,1.3914384043112045,34.732918522949866,51.19406879332062,35.966990016932556,13.717409390433598,79.80892865138057,0.0
481,MIH119_2232,25,19,2,PHW65_MoG_0545/PHT69,PHW65_MoG_0544/PHT69,WIPV17/30577,,83,53.0,44.0,51.0,31.0,0.11869702961759605,1.6071760142476228,-0.5706974883462849,1.3959945434141074,35.42757689340887,52.604946036990064,36.68632981727121,6.4590752004728165,87.3726433763278,0.0
482,MIH119_2233,24,19,2,PHW65_MoG_0545/PHT69,PHW65_MoG_0545/PHT69,WIPV17/30578,1.0,69,59.0,39.0,56.0,23.0,0.04867608580741626,1.9077316304087584,-0.043611869797793315,2.0887334041077548,35.2419418987909,55.081245163334906,43.52017384159036,21.143709023172715,89.78131273837245,0.0
483,MIH119_2234,23,19,2,PHW65_MoG_0554/PHT69,PHW65_MoG_0560/PHT69,WIPV17/31182,,55,67.0,40.0,57.0,24.0,0.04927731231866752,1.884648628593635,-1.5072805797296718e-06,5.186404746272527,36.638893752132745,54.88318696736245,43.66453325778175,38.42962123552009,79.31238882334716,0.0
484,MIH119_2235,22,19,2,PHW65_MoG_0567/PHT69,PHW65_MoG_0567/PHT69,WIPV17/30583,1.0,82,57.0,41.0,49.0,29.0,0.16011356878522467,1.5682347880445826,-0.23559988387333874,1.509074576249229,32.14689242053486,56.44527991826951,36.98076943091582,7.93286675472373,88.66859233008282,0.0
485,MIH119_2236,21,19,2,PHW65_MoG_0569/PHT69,Mo44_PHW65_0471/PHT69,WIPV17/30755,,59,61.0,40.0,66.0,25.0,0.05956407851721503,1.7994549660566952,-0.9957551405831763,1.2915508723188476,42.4239822393116,52.287205342828855,50.55893324585255,31.417322569513303,89.99899308340397,0.0
486,MIH119_2237,20,19,2,PHW65_MoG_0569/PHT69,PHW65_MoG_0064/PHT69,WIPV17/30409,,70,57.0,46.0,49.0,20.0,0.0013496875946815347,2.8450961543003492,-0.0006213318630195249,3.460028337805329,35.24765021659391,53.56247938479678,34.038260152490864,19.495148169563116,79.05881533513076,0.0
488,MIH119_2239,18,19,2,PHW65_MoG_0572/PHT69,PHW65_MoG_0572/PHT69,WIPV17/31185,1.0,60,51.0,30.0,54.0,20.0,0.2508498511600991,1.5862568277145448,-0.038823507940529405,2.218007633669401,27.000000000000007,44.16729559300637,46.76537180435968,25.499999999999996,84.04384873527691,0.0
489,MIH119_2240,17,19,2,PHW65_MoG_0583/PHT69,PHW65_MoG_0583/PHT69,WIPV17/30587,1.0,84,65.0,52.0,53.0,26.0,0.0018204603527921393,2.6242692454827434,-0.08788050266765916,1.8156895770874117,41.76456994115626,64.64392319893777,32.63005819225989,6.794350112397475,92.45997002344333,0.0
490,MIH119_2241,16,19,2,PHW65_MoG_0588/PHT69,PHW65_MoG_0588/PHT69,WIPV17/31188,1.0,82,71.0,47.0,48.0,27.0,0.018305287119311522,2.1046420960694485,-0.0004824684821769012,3.0231005799436295,35.104977677720186,70.3090328806515,32.735921282999925,9.881290168164647,95.55590653935008,0.0
491,MIH119_2242,15,19,2,PHW65_MoG_0591/PHT69,PHW65_MoG_0591/PHT69,WIPV17/31189,1.0,74,55.0,52.0,54.0,36.0,0.04488235852849248,1.7616885218089178,-0.726963456899249,1.377167426305271,42.55258069476298,52.86939327660754,33.24571966758555,15.160054569934953,76.59565556127859,0.0
492,MIH119_2243,14,19,2,PHW65_MoG_0620/PHT69,PHW65_MoG_0629/PHT69,WIPV17/30594,,80,59.0,49.0,52.0,32.0,0.03970382648300366,1.8409742831937381,-0.5822736369243633,1.264371274272694,39.24489817158415,58.10365742772027,34.11506950750638,10.245242482348889,84.43822287775463,0.0
493,MIH119_2244,13,19,2,PHW65_MoG_0620/PHT69,PHW65_MoG_0620/PHT69,WIPV17/31191,1.0,73,60.0,38.0,54.0,25.0,0.12003271345106208,1.675472432938302,-0.03444845938699907,2.0692474222394592,33.24571966758555,57.37828535778213,42.55258069476298,17.542302283364204,92.00943519293746,0.0
494,MIH119_2245,12,19,2,PHW65_MoG_0622/PHT69,PHW65_MoG_0622/PHT69,WIPV17/30593,1.0,50,70.0,32.0,71.0,22.0,0.2203183205739407,1.5466059180135368,-0.011189591276880654,2.602378572459165,37.62426776055755,53.62311101832846,60.211414827106246,44.99513267805775,96.11369099425458,0.0
498,MIH119_2249,8,19,2,PHW65_MoG_0662/PHT69,PHW65_MoG_0662/PHT69,WIPV17/31198,1.0,79,63.0,44.0,50.0,23.0,0.011237936878485308,2.275020184778687,-0.0036054977207657267,2.6670900808911733,34.732918522949866,61.84251255720283,35.966990016932556,12.020966708722323,91.97905540464708,0.0
499,MIH119_2250,7,19,2,PHW65_MoG_0696/PHT69,PHW65_MoG_0675/PHT69,WIPV17/31199,,60,59.0,35.0,59.0,15.0,0.0048692245752282644,2.613210108441364,-0.001108915956172048,3.4197944979922625,33.84100974471173,51.095498823281886,48.32997061305051,29.499999999999996,92.0023754233022,0.0
